2023-11-21 13:17:04,427 INFO    StreamThr :362666 [internal.py:wandb_internal():86] W&B internal server running at pid: 362666, started at: 2023-11-21 13:17:04.426815
2023-11-21 13:17:04,428 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: status
2023-11-21 13:17:04,429 INFO    WriterThread:362666 [datastore.py:open_for_write():85] open: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/run-czii4z2p.wandb
2023-11-21 13:17:04,430 DEBUG   SenderThread:362666 [sender.py:send():380] send: header
2023-11-21 13:17:04,439 DEBUG   SenderThread:362666 [sender.py:send():380] send: run
2023-11-21 13:17:04,949 INFO    SenderThread:362666 [dir_watcher.py:__init__():211] watching files in: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files
2023-11-21 13:17:04,950 INFO    SenderThread:362666 [sender.py:_start_run_threads():1124] run started: czii4z2p with start time 1700540224.426806
2023-11-21 13:17:04,953 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: check_version
2023-11-21 13:17:04,954 DEBUG   SenderThread:362666 [sender.py:send_request():407] send_request: check_version
2023-11-21 13:17:05,005 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: run_start
2023-11-21 13:17:05,009 DEBUG   HandlerThread:362666 [system_info.py:__init__():32] System info init
2023-11-21 13:17:05,009 DEBUG   HandlerThread:362666 [system_info.py:__init__():47] System info init done
2023-11-21 13:17:05,009 INFO    HandlerThread:362666 [system_monitor.py:start():194] Starting system monitor
2023-11-21 13:17:05,009 INFO    SystemMonitor:362666 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-21 13:17:05,009 INFO    HandlerThread:362666 [system_monitor.py:probe():214] Collecting system info
2023-11-21 13:17:05,010 INFO    SystemMonitor:362666 [interfaces.py:start():190] Started cpu monitoring
2023-11-21 13:17:05,010 INFO    SystemMonitor:362666 [interfaces.py:start():190] Started disk monitoring
2023-11-21 13:17:05,011 INFO    SystemMonitor:362666 [interfaces.py:start():190] Started gpu monitoring
2023-11-21 13:17:05,012 INFO    SystemMonitor:362666 [interfaces.py:start():190] Started memory monitoring
2023-11-21 13:17:05,012 INFO    SystemMonitor:362666 [interfaces.py:start():190] Started network monitoring
2023-11-21 13:17:05,032 DEBUG   HandlerThread:362666 [system_info.py:probe():196] Probing system
2023-11-21 13:17:05,036 DEBUG   HandlerThread:362666 [system_info.py:_probe_git():181] Probing git
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_info.py:_probe_git():189] Probing git done
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_info.py:probe():244] Probing system done
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-88-generic-x86_64-with-glibc2.31', 'python': '3.9.18', 'heartbeatAt': '2023-11-21T04:17:05.032989', 'startedAt': '2023-11-21T04:17:04.423739', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/jmw/ing/myfi/vfi/src/models_test.py', 'codePathLocal': 'models_test.py', 'codePath': 'vfi/src/models_test.py', 'git': {'remote': 'https://github.com/Miinuuu/myfi.git', 'commit': 'b26010ce32b1ffce1dd932143c7912c26b2dbeb4'}, 'email': 'jeongminwu@gmail.com', 'root': '/home/jmw/ing/myfi', 'host': 'lab-com', 'username': 'jmw', 'executable': '/home/jmw/anaconda3/envs/vct_tf/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3894.31, 'min': 800.0, 'max': 5300.0}, 'cpu_freq_per_core': [{'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4987.962, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 3700.0, 'min': 800.0, 'max': 5300.0}, {'current': 4995.659, 'min': 800.0, 'max': 5300.0}], 'disk': {'/': {'total': 1832.6994018554688, 'used': 1384.8478775024414}}, 'gpu': 'NVIDIA RTX A6000', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A6000', 'memory_total': 51527024640}], 'memory': {'total': 62.64297866821289}}
2023-11-21 13:17:05,042 INFO    HandlerThread:362666 [system_monitor.py:probe():224] Finished collecting system info
2023-11-21 13:17:05,042 INFO    HandlerThread:362666 [system_monitor.py:probe():227] Publishing system info
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-21 13:17:05,042 DEBUG   HandlerThread:362666 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-21 13:17:05,951 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/requirements.txt
2023-11-21 13:17:05,951 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/conda-environment.yaml
2023-11-21 13:17:06,696 DEBUG   HandlerThread:362666 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-21 13:17:06,697 INFO    HandlerThread:362666 [system_monitor.py:probe():229] Finished publishing system info
2023-11-21 13:17:06,700 DEBUG   SenderThread:362666 [sender.py:send():380] send: files
2023-11-21 13:17:06,700 INFO    SenderThread:362666 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-21 13:17:06,704 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: stop_status
2023-11-21 13:17:06,704 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-21 13:17:06,704 DEBUG   SenderThread:362666 [sender.py:send_request():407] send_request: stop_status
2023-11-21 13:17:06,950 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/conda-environment.yaml
2023-11-21 13:17:06,950 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/wandb-metadata.json
2023-11-21 13:17:07,004 DEBUG   SenderThread:362666 [sender.py:send():380] send: telemetry
2023-11-21 13:17:07,589 INFO    wandb-upload_0:362666 [upload_job.py:push():131] Uploaded file /tmp/tmpi5dhk3b8wandb/a8besfv1-wandb-metadata.json
2023-11-21 13:17:07,629 DEBUG   SenderThread:362666 [sender.py:send():380] send: telemetry
2023-11-21 13:17:07,937 DEBUG   SenderThread:362666 [sender.py:send():380] send: exit
2023-11-21 13:17:07,937 INFO    SenderThread:362666 [sender.py:send_exit():585] handling exit code: 1
2023-11-21 13:17:07,937 INFO    SenderThread:362666 [sender.py:send_exit():587] handling runtime: 2
2023-11-21 13:17:07,938 INFO    SenderThread:362666 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-21 13:17:07,938 INFO    SenderThread:362666 [sender.py:send_exit():593] send defer
2023-11-21 13:17:07,938 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: defer
2023-11-21 13:17:07,938 INFO    HandlerThread:362666 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-21 13:17:07,938 DEBUG   SenderThread:362666 [sender.py:send_request():407] send_request: defer
2023-11-21 13:17:07,938 INFO    SenderThread:362666 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-21 13:17:07,938 INFO    SenderThread:362666 [sender.py:transition_state():613] send defer: 1
2023-11-21 13:17:07,939 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: defer
2023-11-21 13:17:07,939 INFO    HandlerThread:362666 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-21 13:17:07,939 DEBUG   SenderThread:362666 [sender.py:send_request():407] send_request: defer
2023-11-21 13:17:07,939 INFO    SenderThread:362666 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-21 13:17:07,939 INFO    SenderThread:362666 [sender.py:transition_state():613] send defer: 2
2023-11-21 13:17:07,939 DEBUG   HandlerThread:362666 [handler.py:handle_request():146] handle_request: defer
2023-11-21 13:17:07,939 INFO    HandlerThread:362666 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-21 13:17:07,939 INFO    HandlerThread:362666 [system_monitor.py:finish():203] Stopping system monitor
2023-11-21 13:17:07,939 INFO    HandlerThread:362666 [interfaces.py:finish():202] Joined cpu monitor
2023-11-21 13:17:07,939 DEBUG   SystemMonitor:362666 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-21 13:17:07,939 DEBUG   SystemMonitor:362666 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-21 13:17:07,939 INFO    HandlerThread:362666 [interfaces.py:finish():202] Joined disk monitor
2023-11-21 13:17:07,939 DEBUG   SystemMonitor:362666 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-21 13:17:07,950 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/wandb-summary.json
2023-11-21 13:17:07,950 INFO    Thread-12 :362666 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jmw/ing/myfi/vfi/src/wandb/run-20231121_131704-czii4z2p/files/output.log
2023-11-21 13:17:07,969 INFO    HandlerThread:362666 [interfaces.py:finish():202] Joined gpu monitor
